gene_name,microbiome_pvalue,tissue_pvalue,microbiome_logFC,tissue_logFC
AHSA2,0.00059,1.84E-06,-1.3191275,-1.9089427
CACNA1E,0.0179,1.84E-06,0.8896164,0.6553623
CYTH4,8.82E-06,1.85E-06,2.7860679,0.7790148
RAPH1,2.74E-07,1.85E-06,-2.5342932,-1.9342752
DUSP6,0.013,1.85E-06,-0.9529086,-2.1255525
ATP7A,0.000482,1.85E-06,-1.0791653,-1.3543555
ATP2B3,0.000865,1.86E-06,2.1539112,1.090085
SERPINB9,0.00105,1.86E-06,1.7518455,-2.2350709
OGDH,0.0073,1.86E-06,1.0039398,-0.7623988
RRBP1,0.00148,1.86E-06,1.0544484,0.7422439
TJAP1,0.034,1.86E-06,-0.6800265,-0.3474762
MAPT-AS1,4.16E-05,1.86E-06,2.9615468,0.6905543
EFNA5,6.12E-06,1.86E-06,-2.4547954,-2.1629259
LOC439938,0.00858,1.87E-06,1.0950031,0.5006725
RBM47,2.94E-06,1.87E-06,-1.425583,1.0984877
TSPAN4,6.62E-07,1.87E-06,1.7169036,-1.3178314
THBS2,0.00231,1.87E-06,2.4522579,-3.4610875
IPO5,2.36E-05,1.87E-06,1.1691521,1.283982
CLDN17,0.000343,1.87E-06,1.6137605,0.6653637
HOTAIRM1,0.045,1.88E-06,1.1852029,-1.7385082
JRKL,0.0104,1.88E-06,-0.691616,-1.0234746
CDH24,0.000433,1.88E-06,1.8284343,0.8008429
SLC13A3,0.00685,1.88E-06,1.7639722,0.955718
HMG20B,0.0205,1.88E-06,-0.9851185,-2.0172952
FAM208B,1.08E-05,1.89E-06,-2.2620222,-1.2555127
PRDM15,0.0268,1.89E-06,-1.0322955,0.7409795
GH1///CSHL1///CSH1,2.47E-07,1.89E-06,3.3217901,0.6682645
NLRP1,0.0142,1.89E-06,1.181044,-1.2759971
EMP2,0.000344,1.89E-06,-1.0805576,-1.4870555
ST3GAL3,1.54E-05,1.89E-06,2.8549569,0.5208005
CALHM2,0.00022,1.89E-06,2.0827712,-1.0889938
C5orf56,0.0225,1.90E-06,-0.5617531,-0.8444584
SERP1,4.60E-06,1.90E-06,1.3631731,1.0274152
TMEM116,0.0296,1.90E-06,1.4509584,0.6182934
PXT1,0.0418,1.90E-06,1.2157052,0.445605
FGL2,0.00146,1.90E-06,2.5271902,-2.3402538
CHRM3,0.0106,1.91E-06,1.7291839,2.0741923
CIB3,0.000766,1.91E-06,1.7686863,0.7546318
GRPR,0.000115,1.91E-06,2.1394045,1.0147161
ZNF704,3.61E-05,1.91E-06,2.4327117,0.7611775
SRPX2,0.000386,1.91E-06,2.2229971,-2.4620088
6-Sep,0.000465,1.91E-06,1.4085001,-1.5716021
TTC14,0.00162,1.91E-06,-0.769813,-1.5240354
COL4A3BP,0.04,1.92E-06,-0.6647312,-1.1261118
MOBP,0.0397,1.92E-06,0.8997903,0.5222895
LY75,0.0173,1.93E-06,-1.4865058,-2.967985
RPS11P6,0.0329,1.93E-06,1.6010505,0.48297
ATP5D,0.023,1.93E-06,0.8690187,0.8415982
CCDC71L,0.000444,1.93E-06,0.9695302,-1.630418
ATF7IP,0.00367,1.93E-06,1.0051247,-0.8092689
AKAP3,0.00857,1.93E-06,1.5201207,1.0214298
DLX1,0.0264,1.93E-06,1.2520774,0.9149886
CLUH,0.000818,1.94E-06,1.9573564,0.6283286
ANKRD44,0.00887,1.94E-06,0.9076425,-1.7292841
CADM4,0.00019,1.94E-06,3.2054322,0.7304712
LOC101928916///NNMT,0.00017,1.94E-06,3.5664301,-2.5849434
JPH3,0.0253,1.94E-06,1.3849562,0.67956
KAT6A,0.00664,1.95E-06,-0.8234173,-0.9470829
FGF12,0.000288,1.95E-06,3.2862869,0.6314166
ILDR1,0.00024,1.95E-06,1.5335766,0.7351059
SSPN,0.00093,1.95E-06,2.0860412,-1.2140693
SRSF10,0.014,1.96E-06,-0.6649395,-1.0375209
TCTN2,0.0267,1.96E-06,1.1820847,0.7505582
CLASP2,0.0329,1.96E-06,0.4426351,-0.9789605
EPG5,0.00899,1.97E-06,-1.0259991,-1.0652868
SFXN3,0.000574,1.97E-06,-1.7172743,-1.3999916
MUC3A,3.12E-05,1.97E-06,-1.8961517,0.7268259
SHC1,0.0371,1.98E-06,-0.532942,-1.1913429
IWS1,0.00431,1.98E-06,-1.2580717,-1.0048743
ADAM28,6.20E-05,1.98E-06,-3.4000329,-2.3807607
CKLF,0.000815,1.98E-06,-1.164859,-1.508758
ESR1,1.64E-05,1.99E-06,2.6087264,0.6532262
IL1RL1,0.00806,1.99E-06,1.220201,0.6631618
HLA-F,0.00393,2.00E-06,-0.8603818,-1.8407891
NIPAL2,0.000272,2.00E-06,1.5509063,0.7431402
CACNB1,0.0061,2.00E-06,1.3381808,0.5004475
CADM4,0.00019,2.00E-06,3.2054322,0.820367
SOCS3,0.000639,2.01E-06,2.1923008,-3.2493893
C21orf58,0.00155,2.01E-06,1.3257585,0.4782968
SREK1,0.00104,2.01E-06,2.0281371,0.9122398
KCNJ6,0.0206,2.01E-06,1.8734843,1.0674573
BTBD1,0.0271,2.01E-06,-0.5540351,-1.2331571
TBC1D16,0.0127,2.01E-06,0.8848589,0.633153
CDC42EP4,0.0059,2.01E-06,1.7712377,0.885908
LMO1,0.00685,2.01E-06,1.2456428,0.5419811
SLC52A3,0.00532,2.02E-06,0.9712412,0.6846482
NPC1L1,1.69E-05,2.02E-06,-3.0793347,0.6094425
BACE1,1.55E-08,2.02E-06,3.8677359,2.5112257
FUT9,0.0296,2.03E-06,2.1673634,0.5102052
HIF3A,0.0173,2.03E-06,1.2292054,0.7808816
HGFAC,0.000283,2.03E-06,1.9561018,1.2661262
KY,0.000221,2.04E-06,2.0342506,0.9995266
C12orf49,7.23E-05,2.04E-06,-1.5015661,0.6432346
SPG20,0.000383,2.04E-06,1.768057,0.7953441
IER3,0.00186,2.04E-06,-1.1414597,-1.9998105
SKI,2.90E-05,2.05E-06,1.4940049,-1.1072907
CCL5,0.00849,2.05E-06,1.5134867,-2.2280466
OSBPL8,0.0412,2.05E-06,-0.8370919,-1.7766504
NPEPL1,0.0408,2.06E-06,-0.8850408,-0.9485775
FGF18,0.00516,2.06E-06,2.1928354,0.6974086
DOCK8,0.00408,2.06E-06,-1.4804321,-2.2701695
TAS1R2,0.00604,2.06E-06,2.0944115,0.7312109
OR1F2P,0.0217,2.06E-06,1.1051901,0.910048
SCP2,0.000332,2.06E-06,-0.8867576,-0.7022655
FAAP20,0.000279,2.06E-06,0.9048804,0.7182164
TM6SF2,0.0183,2.06E-06,1.4229429,0.8587709
NEXN,4.80E-09,2.07E-06,3.2938866,-1.6335905
SMCHD1,5.98E-05,2.07E-06,-1.3833081,-1.2221329
SLC39A5,6.90E-05,2.07E-06,3.1263087,3.2164204
ZDHHC7,0.00118,2.07E-06,-1.124869,-1.1072627
CRACR2A,0.0177,2.07E-06,-1.0000412,0.6178157
WWC2,0.0338,2.07E-06,1.239416,0.5311121
SP3,7.66E-09,2.08E-06,-2.2324888,-1.2332734
PTP4A3,1.41E-06,2.08E-06,1.8572504,0.8491021
KDM5A,1.12E-05,2.08E-06,-1.1942957,-1.2118116
TANC1,0.00179,2.08E-06,-0.8947181,-1.6058248
AP3M2,0.0234,2.08E-06,-1.1303944,-1.2848796
MPDZ,4.01E-07,2.09E-06,2.1943244,-1.1880446
PRKCH,5.31E-06,2.10E-06,2.6817825,0.8525789
CHRD,2.61E-05,2.10E-06,2.6245376,0.679247
CBARP,0.00184,2.10E-06,1.4833557,1.5865509
DNPH1,0.0328,2.11E-06,1.4106956,0.6864995
NBEAL1,0.000293,2.11E-06,-1.2436319,-1.4368179
GTF2F1,0.000949,2.11E-06,1.1775835,0.766202
SNHG16///SNORD1C///SNORD1A,0.000114,2.11E-06,1.1044945,0.7781661
PRIM2B///PRIM2,0.03,2.11E-06,-1.0207807,0.7056925
KCNT1,0.0111,2.12E-06,1.484038,0.4064779
GRB10,1.06E-08,2.12E-06,2.635498,1.3284402
KY,0.000221,2.12E-06,2.0342506,1.0555318
HIST2H2AA4///HIST2H2AA3,0.0108,2.13E-06,-1.1504383,0.68525
TFG,1.26E-06,2.13E-06,-1.8631819,0.52512
COTL1,0.0199,2.13E-06,-1.5063315,-2.1116077
CNBP,1.99E-06,2.13E-06,1.1969929,0.516712
RALA,0.000783,2.13E-06,-0.9367422,-1.0822771
SLC7A2,2.13E-06,2.14E-06,5.2773505,1.8845793
MAPK8,0.00481,2.14E-06,-0.8701115,0.6317273
ZAN,0.0496,2.14E-06,1.0972788,0.5312582
SLC43A1,1.51E-05,2.14E-06,2.2497682,2.9343379
OBP2A,0.000833,2.14E-06,1.4828069,0.585497
IKBIP,3.71E-05,2.14E-06,1.0618977,-1.6307943
C1orf61,0.0087,2.14E-06,1.8797511,0.6283666
MMP19,1.30E-06,2.15E-06,3.0312128,-2.3873418
FAM126B,0.0024,2.15E-06,-1.0265154,-1.5225013
IGHM///IGHG1///IGHA1,0.00258,2.15E-06,0.9763723,0.7985045
VPS13A,6.14E-07,2.15E-06,-1.8529627,-1.1950307
PMS2P9///PMS2P5,6.84E-06,2.15E-06,-1.1696011,-1.1760832
PLAT,0.00135,2.15E-06,1.8912281,-3.0356846
FGL2,0.00146,2.15E-06,2.5271902,-2.1306127
ZC3H7B,1.50E-05,2.15E-06,-2.7617374,0.5654275
POT1,0.0226,2.15E-06,0.5445535,-1.1445973
PPARGC1B,0.000269,2.15E-06,-1.9334936,0.7388811
SULT1A1,0.0257,2.15E-06,1.0722169,-1.1351825
EEF1A1,6.82E-06,2.16E-06,1.9950887,0.7321966
ZNF207,3.29E-05,2.16E-06,-2.3033795,-1.1470145
MASTL,0.000497,2.16E-06,-0.9721725,-0.9372184
SPEF2,0.00444,2.16E-06,2.1598638,0.552972
MIR612///NEAT1,1.07E-05,2.16E-06,-1.9094141,-2.1208171
DPF3,0.0147,2.16E-06,1.0345245,0.8931105
LOC105370622,0.0193,2.16E-06,1.7323343,0.6629493
LOC102723886,0.032,2.16E-06,1.7573466,2.6217089
LOC145783///ZNF280D,0.0052,2.16E-06,0.9443597,0.7880352
BMP2K,0.00403,2.16E-06,1.8618141,-1.785093
LOC283045,0.01,2.17E-06,0.793783,0.8848637
KCNU1,0.0336,2.17E-06,1.5976861,0.6554005
ADARB1,0.0421,2.18E-06,0.6396826,0.7940498
KRTAP11-1,0.017,2.18E-06,1.3397532,0.5819132
LOC101928343,5.35E-06,2.18E-06,2.8536524,0.5365798
SMIM2-AS1,0.0123,2.18E-06,-1.7628438,0.4634064
NAGA,0.0411,2.18E-06,-0.8371372,-1.2968914
MPP7,0.0061,2.18E-06,1.7644995,0.8781743
OR4D1,0.00754,2.18E-06,1.5399736,0.6816425
SARDH,0.0013,2.18E-06,1.1726677,1.1109789
WDR7,0.0471,2.19E-06,0.59185,-0.7111848
ADRA2C,0.00289,2.19E-06,1.0494828,0.8595648
KCTD1,0.0384,2.19E-06,1.3874589,0.726722
ECT2,1.55E-08,2.19E-06,-3.4237453,-3.0447432
CCDC116,6.53E-05,2.19E-06,2.6394693,0.6640348
SP3P,0.00699,2.20E-06,1.2377785,0.5545086
CCDC84,0.00625,2.20E-06,-0.7629549,-1.113922
C8orf58,0.00684,2.20E-06,1.7043261,0.6601545
SOX1,0.023,2.20E-06,1.1079699,0.3637829
VIPAS39,0.0226,2.20E-06,1.4099264,0.6040021
ZNF451,0.00144,2.20E-06,-1.4078872,-1.3399804
GTPBP1,0.0461,2.21E-06,1.0139758,0.8141552
PHLPP2,0.000513,2.21E-06,1.1004117,0.5920095
C1orf131,1.11E-05,2.21E-06,-1.499909,-0.9959736
IQGAP1,0.000294,2.21E-06,-0.8738922,-1.5961473
LTBP2,9.79E-07,2.21E-06,2.4546076,-1.8303027
CADM4,0.00019,2.21E-06,3.2054322,0.7839141
TMPRSS15,0.0194,2.21E-06,1.3552985,1.1352711
CAMK2D,1.96E-05,2.22E-06,-1.2660309,-1.224125
LOC101928160///ZNF707,0.00492,2.22E-06,1.0641882,0.4905036
HM13,0.00245,2.22E-06,1.0862713,0.6058034
SLC26A1,0.00036,2.22E-06,1.7386093,0.6642434
TACC2,4.62E-06,2.22E-06,-1.4261535,0.7721896
PWWP2A,0.000969,2.22E-06,-0.8722121,0.6318152
USP48,0.00245,2.22E-06,-0.7823898,-0.968178
NATD1,0.00199,2.22E-06,1.1360443,0.6470809
WNK1,0.00238,2.22E-06,-1.702288,-0.6863336
MAP3K4,0.0174,2.22E-06,0.625064,-0.7190811
ZCCHC24,1.70E-06,2.23E-06,2.1656762,-1.5339121
JMJD1C,0.00491,2.23E-06,1.5672882,-1.6559775
C1QA,8.43E-05,2.24E-06,2.0590703,-2.2941973
CA1,0.0168,2.24E-06,1.2442821,0.5724648
CCAR2,0.0397,2.24E-06,1.3765162,-0.5160366
UBE2L6,0.0276,2.24E-06,0.6555881,-1.5214802
KPNA2,0.0268,2.25E-06,-0.7904563,-2.1887482
RABGAP1L,0.000226,2.25E-06,-1.309704,0.5446566
ECE1,0.00144,2.26E-06,1.6162552,0.6619482
EML3,0.0014,2.26E-06,2.0798687,0.8848836
PGM2,0.0211,2.26E-06,-0.6581435,-1.4396925
CRNN,0.0101,2.26E-06,1.8120349,0.6711925
MIR4680///PDCD4,6.57E-06,2.26E-06,2.0331127,2.1784823
PIK3CD,0.0158,2.26E-06,1.4775656,0.7383029
BCL11B,1.81E-06,2.26E-06,-2.3145037,-1.8825473
ZNF644,7.61E-05,2.27E-06,-1.1527023,-1.3644687
ARL4C,0.00129,2.27E-06,1.9661354,0.4800148
TMPRSS11E,0.0417,2.28E-06,1.5162104,0.5405787
FRYL,9.04E-08,2.28E-06,-2.0984666,-1.5562079
NFASC,4.33E-06,2.28E-06,2.4297735,0.8633332
KANK1,0.0035,2.28E-06,0.8346341,0.5595764
HYKK,0.0464,2.28E-06,1.0817073,0.94966
NPM2,0.0177,2.28E-06,0.8223391,0.7307087
LOC101930067,1.04E-07,2.29E-06,3.8670658,3.1965411
LOC283482,0.0327,2.29E-06,1.3801507,0.441355
ARHGEF28,0.0129,2.30E-06,-0.7734484,0.8301743
SMPDL3B,0.000614,2.30E-06,1.3531412,0.8272027
URI1,0.0204,2.30E-06,0.5766789,0.4564846
ANKRD10,2.78E-06,2.30E-06,-1.8180541,-1.9499921
PPM1E,0.000239,2.30E-06,2.5791565,0.8005736
UBR4,0.00197,2.30E-06,1.7117225,0.6505164
IL20,0.0055,2.30E-06,1.9771198,0.7145268
KLK2,0.00162,2.30E-06,1.9803343,0.7145102
SLC48A1,0.022,2.31E-06,0.8407729,0.6796793
CD300A,0.000853,2.31E-06,2.1602572,0.5511104
HSPA1L,0.000195,2.31E-06,1.6941157,0.6293461
SUMO1,0.000121,2.31E-06,-0.7518632,-0.9078195
KIAA1549L,0.00689,2.31E-06,1.4617744,0.638423
MPEG1,1.64E-05,2.31E-06,2.3624573,-2.2109968
SOCS1,0.0156,2.32E-06,1.38687,0.6776663
C1QL1,0.00403,2.32E-06,1.3503749,0.8430055
DNAJB14,0.000156,2.33E-06,-1.1481285,-1.3382732
RAB23,1.24E-07,2.34E-06,1.9104803,-2.1651148
LUC7L,0.0381,2.34E-06,-1.3666591,-1.4544488
PRLHR,0.0116,2.34E-06,1.50056,0.6036634
SLC1A2,2.89E-06,2.34E-06,3.4738499,0.6456548
SLC23A1,0.0241,2.34E-06,1.5913838,0.8785364
CCDC33,0.00543,2.35E-06,1.3020513,0.7151257
HIVEP2,0.000352,2.35E-06,0.9272177,-1.0903039
COPS8,0.000472,2.35E-06,0.9824317,-0.8396855
CAND2,1.15E-07,2.35E-06,2.4454485,0.7042511
SRC,0.00159,2.35E-06,-1.3370355,0.6381111
PRKCG,0.00115,2.35E-06,1.5941385,0.5892598
LOC101928718///FAM212B,0.0015,2.35E-06,1.1733684,0.7055891
SNX25,4.67E-06,2.35E-06,3.1845684,0.6459309
RTF1,0.00319,2.36E-06,0.7194516,-1.160652
TTC38,0.0172,2.36E-06,-0.6712658,0.8278127
RPL37A,0.0165,2.36E-06,0.6291696,-1.4558257
TTTY2B///TTTY2,0.000104,2.37E-06,2.3471815,0.6002225
PSG9,0.00908,2.37E-06,1.2743019,0.668767
TSSK2///DGCR14,0.0063,2.37E-06,1.0980306,0.7293889
SLC43A3,0.0001,2.37E-06,1.2895995,-1.632892
ERVH-1,0.0236,2.37E-06,1.7655747,0.7858605
CSMD2,0.0133,2.37E-06,1.3174305,0.5706375
TSSK6,0.0065,2.37E-06,1.4503123,0.5898462
PAWR,1.76E-05,2.37E-06,-1.8528864,0.6170973
MESDC2,9.86E-06,2.38E-06,-1.1119337,0.3692295
KPNA5,0.0445,2.38E-06,0.6561283,-0.9569845
CHDH,6.32E-06,2.38E-06,3.3257577,0.7087971
KRIT1,0.0379,2.38E-06,-0.5233053,-1.4625457
BCAT2,2.74E-05,2.38E-06,1.7994101,0.9404946
ICA1,4.81E-07,2.38E-06,-3.2890651,1.1655162
FRYL,9.04E-08,2.38E-06,-2.0984666,-1.4263339
LOC101928069,0.000735,2.39E-06,2.089235,0.8413232
EVI2A,9.08E-05,2.39E-06,1.9205357,-2.3345264
SCLY,0.0302,2.40E-06,0.5478371,0.6501639
LMNA,0.0184,2.40E-06,0.8475754,-1.7906329
MTF2,6.19E-05,2.40E-06,-1.1346922,-1.2916002
HCCAT5,0.00424,2.40E-06,0.8279658,0.6911395
GJB3,0.0283,2.41E-06,-1.1561802,0.664867
ADNP,0.000213,2.41E-06,-1.0793908,-0.6119071
AIPL1,0.026,2.41E-06,1.1835626,0.5853668
TGFBR1,4.51E-06,2.41E-06,-2.7372815,-1.9975157
CLCNKB,0.00145,2.42E-06,1.3586431,0.4749573
RNF144A-AS1,0.0185,2.42E-06,1.0903,1.1683777
MBD4,4.08E-05,2.42E-06,-1.2911498,-1.0101273
TERT,0.000577,2.42E-06,1.6556218,0.770908
WDR4,0.0119,2.42E-06,1.8204966,0.732343
DUSP6,0.013,2.42E-06,-0.9529086,-1.9523614
SNORD116-21///SNORD116-20///SNORD116-17///SNORD116-19///SNORD116@,0.000122,2.43E-06,2.22456,0.7583043
CERS6,3.30E-05,2.43E-06,-1.2784566,-1.3667305
SLC30A4,0.00583,2.43E-06,1.2935107,-0.8438398
FAM65A,0.00362,2.43E-06,1.0262217,0.6703684
ZNF224,3.45E-05,2.43E-06,-1.3155282,0.5169468
TMEM87A,0.000851,2.44E-06,-0.9176946,-0.8872325
PCDHB1,0.00567,2.44E-06,1.7009437,0.6238475
TMEM108,0.00602,2.45E-06,1.9209151,0.9120107
KCNK10,0.00263,2.45E-06,-1.2585702,0.9124932
SHISA7,0.0152,2.45E-06,1.2967033,0.7754925
NFIX,0.00347,2.45E-06,1.8492774,0.6082
RASAL2,1.90E-05,2.45E-06,-1.6539538,-1.9713559
LOC101927513,0.00133,2.45E-06,1.7258017,0.4887779
PARD6A,0.000783,2.45E-06,1.5320068,1.0958405
DCAF7,0.000116,2.46E-06,-1.8553043,0.6618045
TEX41,0.00437,2.46E-06,1.7131708,0.533538
NFAT5,0.0328,2.46E-06,-0.5760857,-0.9467182
CLTA,0.00368,2.46E-06,1.5780835,0.6321627
U2SURP,0.00184,2.46E-06,-0.891603,-1.4211261
LOC101927274,0.0343,2.47E-06,1.4116286,0.5871343
SYNJ2,0.0158,2.47E-06,1.0001197,-1.3592095
RBBP6,8.21E-07,2.47E-06,-1.4176534,-1.6240184
UBE2B,0.000431,2.47E-06,0.9047589,0.571142
SEMA4C,0.0223,2.47E-06,1.1246557,-1.0959843
KIAA0907,1.73E-07,2.47E-06,-1.9607171,-1.5591732
SEMA6A,0.000674,2.48E-06,1.8873378,0.9253257
MIR3656///TRAPPC4,0.00525,2.48E-06,0.7025703,0.6123259
MAST4,5.08E-05,2.48E-06,-1.4185922,-1.3452516
LNPEP,6.51E-06,2.48E-06,-1.6613067,-1.1217879
BNIP3,4.03E-07,2.48E-06,4.6116121,3.4175325
BTN2A1,0.0378,2.49E-06,-0.8783425,-0.5122677
NUP214,0.000783,2.49E-06,1.5130218,0.9499605
WDTC1,2.57E-05,2.49E-06,1.6970223,0.7413245
WWOX,2.84E-05,2.50E-06,1.7554419,0.5034607
PLEC,0.0407,2.50E-06,0.6943582,-2.3524271
FABP6,0.000521,2.50E-06,-3.7868658,0.4187507
IVNS1ABP,1.69E-05,2.51E-06,-1.3490186,-1.4048318
8-Mar,0.00469,2.51E-06,0.7821837,0.6820696
ZNF800,0.0432,2.51E-06,1.228211,0.7376555
SPACA9,0.00167,2.51E-06,0.9154003,0.6329182
ATP5C1,0.0414,2.51E-06,-0.9666033,-1.1330346
PDLIM4,3.56E-07,2.51E-06,3.9682609,-2.1457446
PHLDB1,0.0474,2.52E-06,1.001604,0.6508446
MDFIC,0.00902,2.52E-06,1.8068089,0.5157777
TCAIM,0.00488,2.52E-06,-0.7386371,0.567045
ST5,0.00191,2.52E-06,-0.8257597,-1.0257895
HENMT1,0.00134,2.52E-06,-0.9793054,-1.4294371
MROH8,0.0242,2.52E-06,1.4426754,0.6552079
CSNK1A1,8.56E-05,2.52E-06,-1.2121257,-1.4127754
TAF9B,3.19E-05,2.52E-06,-1.3051712,-0.7018538
NFIC,4.66E-08,2.53E-06,2.3223051,0.8083489
C3orf58,0.026,2.53E-06,1.0721194,-1.4539459
ALOX15,0.0286,2.53E-06,1.4095831,0.5080805
SLC34A1,0.0296,2.53E-06,1.1987421,0.5905782
NUP205,0.0276,2.53E-06,-0.6035342,-1.121503
MSN,0.00181,2.53E-06,1.345969,-2.0031157
KCNIP3,8.34E-07,2.54E-06,3.2765397,0.9314591
DYNLRB1,3.53E-06,2.54E-06,-1.2569903,-1.3665413
VPS51,0.00052,2.54E-06,1.2536251,1.1581482
PHLDA2,0.027,2.54E-06,-1.0935765,-3.3964461
SPAG11A///SPAG11B,0.0399,2.54E-06,1.1619594,0.858258
DNAJC4,1.60E-05,2.54E-06,1.91663,0.7769655
RICTOR,0.005,2.54E-06,-0.6549876,-1.3552409
EMB,0.00161,2.54E-06,-1.675951,-2.0111923
RFESD,0.0277,2.54E-06,0.7348193,0.6611559
S100A10,0.0481,2.55E-06,-0.8703017,-2.3856738
L1TD1,0.00201,2.55E-06,1.6398037,0.5948952
HELZ2,0.0111,2.56E-06,-1.4462006,0.6855791
POLR1D,0.000294,2.56E-06,1.1064367,1.0666391
WISP1,0.0134,2.56E-06,0.8015385,-2.484323
DHRS12,3.31E-06,2.56E-06,2.0325544,0.8330412
EMX2OS,0.00182,2.57E-06,1.4004653,0.6582923
FAM181B,0.000128,2.57E-06,2.2028672,0.8018018
USP49,0.000681,2.57E-06,1.7069541,0.6231218
PEX3,0.000436,2.57E-06,0.8860647,-1.1228689
SREK1,0.00104,2.58E-06,2.0281371,-1.4000573
ZSCAN10,0.00731,2.58E-06,1.4707643,1.0906416
SEZ6L2,0.0435,2.59E-06,-0.8127146,0.9739584
STX17,0.00652,2.59E-06,1.3781351,-0.8034029
CYLD,0.0106,2.59E-06,0.9255218,-0.9899557
LOC102724165,0.0321,2.60E-06,1.0052376,0.5655196
LOC101930476///LINC00476,0.0176,2.60E-06,1.5637834,0.5823455
TRPC1,0.00335,2.60E-06,2.3690927,-0.9789946
HIPK2,0.00428,2.60E-06,-1.1139509,0.7125954
KHK,0.0325,2.60E-06,1.3503388,0.5259564
H2AFY,7.28E-05,2.60E-06,-1.4942131,-1.8242902
VPS36,0.00593,2.61E-06,-0.5937328,-0.9463114
OR5L2,0.00477,2.61E-06,0.9590642,0.8651152
ANKUB1,0.0364,2.61E-06,0.9075143,0.5426423
HSD17B8,7.48E-05,2.61E-06,1.7785581,1.3249157
SERINC2,8.95E-06,2.61E-06,2.9366973,0.63709
RECK,4.14E-05,2.61E-06,4.1412113,-1.7011532
AOX1,1.62E-10,2.61E-06,6.8291486,2.5248423
ADAM28,6.20E-05,2.62E-06,-3.4000329,-2.279447
GRIK1,0.00909,2.62E-06,1.6370888,0.5087425
FAM118B,0.000303,2.62E-06,-1.5707851,-1.0599314
NDUFB2,0.000204,2.62E-06,-0.7481146,-0.9441857
GJD3,7.78E-05,2.63E-06,2.2867512,0.4986509
CUX1,2.29E-05,2.63E-06,-1.1766337,-1.147212
XPO1,0.00236,2.63E-06,-0.8986821,0.7415291
ZNF71,0.00139,2.64E-06,1.9952709,0.8035837
LOC105371226,0.0423,2.64E-06,1.2236367,0.7078262
DLL3,0.000116,2.64E-06,2.0361077,0.7552466
PLIN5,8.51E-05,2.65E-06,1.9486086,0.6304764
SRPRA,2.06E-06,2.65E-06,1.7527201,1.6571186
SEC23IP,0.000301,2.65E-06,-1.2583117,-1.2829384
LOC729966///PDE4C,0.0286,2.65E-06,-0.7258896,-0.8242613
EP400,0.00058,2.65E-06,-1.0481596,-0.5681882
RBM39,1.33E-06,2.65E-06,-1.5145159,-1.109478
RAPGEF2,0.000273,2.66E-06,-1.4543435,-0.906748
GAB3,0.00407,2.66E-06,1.8475604,0.4825595
UBE2G2,0.00993,2.66E-06,0.8817679,0.7326727
BEST1,0.000845,2.66E-06,1.5831337,0.7799821
SIN3A,0.0043,2.66E-06,-1.3827261,0.567563
WNK1,0.00238,2.67E-06,-1.702288,-1.0199723
ZNF518A,2.01E-06,2.67E-06,-1.6278967,-1.6138354
WRAP73,0.00863,2.67E-06,-0.5206479,-1.067027
FEM1B,0.0478,2.67E-06,1.2608167,-0.9666459
SMYD2,0.00167,2.67E-06,-1.4630609,0.7639589
SRSF7,0.000248,2.67E-06,-1.1574714,-1.0965379
ZNF710,4.29E-05,2.67E-06,2.1898499,1.2120093
PHLDA2,0.027,2.67E-06,-1.0935765,0.6914784
TSHZ3,0.00486,2.67E-06,1.2340066,-1.0201002
SBF1,8.48E-05,2.68E-06,-1.5054059,0.6595507
EPO,0.0179,2.68E-06,1.4617343,1.1816038
TPP1,0.0039,2.68E-06,-1.6004855,-1.044583
MAS1,0.0293,2.69E-06,1.5392473,0.7858887
MNDA,1.12E-05,2.69E-06,2.3582938,-2.8763782
TSPAN4,6.62E-07,2.69E-06,1.7169036,-1.0625946
SESTD1,0.00121,2.70E-06,-1.4122367,-1.4174936
BTBD19,0.0448,2.70E-06,0.9928519,0.8764327
SORCS3-AS1,0.00375,2.70E-06,1.8355499,0.8213896
BTNL9,0.0135,2.70E-06,-1.320584,0.9050105
TGFB1I1,1.81E-06,2.70E-06,2.073206,-2.1886696
SLC26A2,0.0158,2.70E-06,0.8729973,-1.3593764
MIR34A,0.00245,2.71E-06,-0.7940967,-0.8881488
CCND2,6.90E-08,2.71E-06,1.9227769,1.1452427
MIR1282///HYPK///SERF2,0.000182,2.71E-06,1.0278531,-0.9680411
PM20D1,5.75E-08,2.71E-06,4.8576413,3.9324446
GRIN3B,0.0119,2.71E-06,1.6551911,0.6562252
NTRK3,1.63E-05,2.71E-06,2.4702737,0.6934512
CD300LG,0.000977,2.71E-06,2.3316477,0.6899312
PSMA4,0.00754,2.71E-06,-0.5882068,-1.3304721
JRK,0.00531,2.72E-06,-1.2606128,0.3551846
LOC101927914,0.0308,2.72E-06,1.1548548,0.7450529
MSL3,0.000504,2.72E-06,-1.6226571,-1.0511418
RCE1,0.00359,2.72E-06,1.425467,0.8335154
ENTPD1,8.07E-05,2.72E-06,1.3131544,-1.9720495
RPL36,0.000836,2.72E-06,1.4779095,0.479468
REC8,0.0256,2.73E-06,1.021688,0.5367518
ARL4C,0.00129,2.73E-06,1.9661354,-2.3456364
CHERP,0.0129,2.74E-06,-0.6996948,0.4621787
LOC100506472,0.0205,2.74E-06,1.3074592,0.687288
MALAT1,0.000128,2.74E-06,-1.184898,-1.6297418
TOLLIP,0.00149,2.74E-06,1.5320008,0.6609998
PVR,0.00329,2.75E-06,1.9034572,0.5936168
